date,rv30_ann,target_rv_next_day,iv_30d,iv_60d,iv_90d,term_slope,term_curvature,skew_30d,pc_ratio_vol,pc_ratio_oi,net_gamma,vega_flow,vrp_30d,rv_d,rv_w,rv_m
2000-03-02,0.1745886554039737,0.07983549499849084,0.193849,0.198984,0.203524,0.005135000000000001,-0.0005949999999999844,0.04869700000000002,1.5151252941990863,1.0461638859408167,5150.570457,10080393.979217,0.007096236205232521,0.1745886554039737,0.18349160005586085,0.18579798772122202
2000-03-03,0.1726458556921525,0.14855383197368505,0.173804,0.183107,0.192969,0.009303000000000006,0.0005590000000000039,0.049340999999999996,1.0161987759446514,1.0560506872835491,5585.369766000001,14391652.944334,0.0004012389283244537,0.1726458556921525,0.1788342183527412,0.18466410885387663
2000-03-06,0.17052745595265323,0.27735456560612837,0.193496,0.1989,0.20379,0.005403999999999992,-0.0005139999999999867,0.045064999999999994,1.6879507848960542,1.061505726858619,5469.931367000001,9828960.574730998,0.008361088782315913,0.17052745595265323,0.1758056045053959,0.18379788885967316
2000-03-07,0.17862232817644597,0.2054424498983146,0.212898,0.217287,0.221401,0.004389000000000004,-0.0002750000000000252,0.062221000000000026,1.34035969831754,1.0640999546847518,4812.029827,8621564.281512002,0.013419622280826042,0.17862232817644597,0.17473625630883544,0.18317041213156038
2000-03-08,0.18207145053246526,0.22891324910505648,0.213095,0.215394,0.217156,0.0022989999999999955,-0.0005370000000000097,0.059074000000000015,1.7917923598458827,1.0632819429698022,5087.797252,13526541.396368,0.012259465926004062,0.18207145053246526,0.1756911491515381,0.18311127339815855
2000-03-09,0.18877801486419707,0.17700870031397592,0.194369,0.202301,0.206599,0.007932000000000022,-0.003634000000000026,0.045433,1.0452855372294785,1.0701710637873423,5934.398950000001,11689760.845933001,0.0021421692649329846,0.18877801486419707,0.17852902104358281,0.18341089424280738
2000-03-10,0.19125603329175137,0.28601746803274875,0.199448,0.203182,0.207985,0.003734000000000015,0.0010689999999999866,0.03675700000000001,1.1515921488181267,1.083073704447146,5837.448177999999,12743009.034043,0.00320063443350449,0.19125603329175137,0.18225105656350257,0.18390580434034406
2000-03-13,0.1995412893030462,0.23381795672284428,0.207502,0.21125,0.215563,0.0037480000000000013,0.0005650000000000099,0.054206000000000004,1.8347399945548597,1.088585485328343,5940.651589000001,11327036.273461,0.0032403538672780147,0.1995412893030462,0.18805382323358116,0.18481830908391508
2000-03-14,0.20120091591955022,0.19993999271723412,0.223566,0.222567,0.223055,-0.0009989999999999999,0.001487000000000016,0.04941699999999999,1.4914307381193124,1.086063229752668,4886.856461,11878568.312616002,0.00949994778913408,0.20120091591955022,0.19256954078220204,0.18580850406988442
2000-03-15,0.20434231171073394,0.0,0.209222,0.207586,0.212026,-0.0016359999999999986,0.006075999999999998,0.04900400000000002,1.3735462593299774,1.1076323733933413,6317.1771229999995,14949233.155094996,0.0020180649287132382,0.20434231171073394,0.19702371301785576,0.18677245002873288
2000-03-16,0.1973172901983604,0.18740621683062503,0.186227,0.183506,0.185273,-0.002721000000000001,0.004487999999999992,0.050838999999999995,0.8638604004990753,1.1294326112505622,5847.738144999999,25289065.748502,-0.00425361748222397,0.1973172901983604,0.19873156808468845,0.18740945124706335
2000-03-17,0.20033555937266517,0.15762742429254836,0.212227,0.204728,0.20504,-0.007499000000000006,0.007811000000000012,0.035861000000000004,0.6302776844819554,0.9954587567224141,2161.689316,25835410.443312,0.0049059631798413494,0.20033555937266517,0.2005474733008712,0.18796357570518943
2000-03-20,0.20012821440468137,0.24476682058320998,0.209991,0.201807,0.204868,-0.008184000000000025,0.011245000000000033,0.04930000000000001,1.7071524966261808,1.0012084487718758,2366.601652,9244229.722557,0.004044917880193885,0.20012821440468137,0.2006648583211982,0.18848763912531252
2000-03-21,0.20639720218618282,0.12416218699685362,0.186733,0.190761,0.194113,0.004027999999999976,-0.0006759999999999544,0.053755,1.0810944234530162,0.999661798736428,2244.7033239999996,19255668.53323,-0.0077305917812840325,0.20639720218618282,0.20170411557452472,0.18919993155666714
2000-03-22,0.20233844952611577,0.22358296765367078,0.186077,0.197922,0.201154,0.011844999999999994,-0.008612999999999982,0.04349700000000001,1.8700768146379354,1.0240647704436543,2251.4452469999997,16641971.752709001,-0.006316198227632505,0.20233844952611577,0.2013033431376011,0.1899098608694862
2000-03-23,0.20263241983592667,0.28470736537178654,0.182325,0.207352,0.20989,0.02502700000000002,-0.022489000000000037,0.0519,0.6745835690923393,1.03754390539442,2050.788643,22767160.36733,-0.007817491943563258,0.20263241983592667,0.20236636906511435,0.1904147035025032
2000-03-24,0.19948106076061708,0.11661029387661792,0.236818,0.233402,0.236195,-0.0034160000000000024,0.006208999999999992,0.005185999999999996,1.0759332530535008,1.0663894584219569,2002.7120860000002,23597861.097183,0.016290071521818994,0.19948106076061708,0.20219546934270474,0.19117980643413934
2000-03-27,0.19521621381849716,0.09307193574085539,0.204817,0.224738,0.22798,0.019920999999999994,-0.016679,0.05235299999999998,1.157239952718676,1.053821697988976,2139.60256,16608029.787872996,0.0038406333513707966,0.19521621381849716,0.2012130692254679,0.19137682117387936
2000-03-28,0.18689207370191854,0.17939175626648057,0.24112,0.234194,0.233671,-0.006925999999999988,0.006402999999999964,0.01929,0.8965685761161727,1.0516661643723022,2259.338888,13422865.560124,0.02321020718739665,0.18689207370191854,0.19731204352861503,0.19096588069634154
2000-03-29,0.18977331885827958,0.28338449123800635,0.228544,0.225504,0.225946,-0.003039999999999987,0.003481999999999985,0.022671999999999998,2.6856176342208644,1.0750794331797522,2349.477387,11166779.327112,0.016218447385513743,0.18977331885827958,0.19479901739504782,0.19115237131765522
2000-03-30,0.19843969403979267,0.28441191463360627,0.220783,0.221836,0.222233,0.0010529999999999984,-0.0006559999999999899,0.05139800000000003,1.6571338780641107,1.0791053400613173,2577.012598,14030262.186190998,0.009366820918393477,0.19843969403979267,0.193960472235821,0.19181012699404357
2000-03-31,0.20583640178867,0.1615192681740082,0.215335,0.220791,0.222237,0.005455999999999989,-0.004009999999999986,0.04237199999999999,2.5477136650241086,1.095158603783223,2564.7978469999994,10044372.466853999,0.004000537923693211,0.20583640178867,0.1952315404414316,0.19310737315175805
2000-04-03,0.20810435546771056,0.9503074133531605,0.232609,0.227117,0.226188,-0.005491999999999997,0.004562999999999984,0.021512000000000003,3.386320051139996,1.100764182697286,2540.163004,7238757.761361999,0.010799524116368774,0.20810435546771056,0.19780916877127427,0.19463081406374608
2000-04-04,0.2919941141723469,0.20786596083841094,0.264245,0.250963,0.249179,-0.013282000000000016,0.011498000000000036,0.018029000000000017,1.4641054266576061,1.1041632053551005,2603.5373710000003,16239719.019582998,-0.015435142686293549,0.2919941141723469,0.21882957686535995,0.2000557349037549
2000-04-05,0.289231701446129,0.1683725387288809,0.247631,0.239017,0.238154,-0.008613999999999983,0.00775099999999998,0.05159399999999997,1.6144122958048126,1.108484521440733,2715.1330519999997,10296014.945280999,-0.022333864960422688,0.289231701446129,0.2387212533829298,0.2054513824261856
2000-04-06,0.288088712455338,0.0666574657806199,0.234246,0.230248,0.229123,-0.0039980000000000016,0.0028729999999999867,0.053863999999999995,1.0466467065868263,1.118538692195538,2706.597297,13615260.805817,-0.028123917728174422,0.288088712455338,0.25665105706603886,0.21042712716613526
2000-04-07,0.28409749946571616,0.1688767470782964,0.215196,0.218119,0.218411,0.002923000000000009,-0.002631000000000022,0.05272399999999999,1.0531619565820887,1.1279999430193342,2682.981559,12326191.840705002,-0.034402070786672595,0.28409749946571616,0.2723032766014481,0.2150646748449194
2000-04-10,0.2838616739736039,0.19705872032797409,0.230754,0.227504,0.226574,-0.003249999999999975,0.002319999999999961,0.05612500000000001,1.459093413764102,1.1354901105122248,2829.9852929999997,15902947.051641002,-0.027330041435096604,0.2838616739736039,0.2874547403026268,0.21938665934989243
2000-04-11,0.2802339665529895,0.2100291292929467,0.244289,0.238252,0.236418,-0.006037000000000015,0.004203000000000012,0.05217500000000003,0.9714540340323614,1.1295675997783996,2898.9007020000004,11181907.465674002,-0.018853960489022027,0.2802339665529895,0.28510271077875526,0.22343111086176687
